"No.","Time","Source","Destination","Protocol","Length","Info"
"366","2.736595210","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=38341 Win=115584 Len=0 TSval=2704091330 TSecr=2549399076"
"367","2.736546643","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"368","2.736625601","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=39725 Win=118528 Len=0 TSval=2704091330 TSecr=2549399076"
"369","2.736547138","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"370","2.736635299","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=41109 Win=121472 Len=0 TSval=2704091330 TSecr=2549399076"
"371","2.736669454","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"372","2.736686226","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=42493 Win=124288 Len=0 TSval=2704091330 TSecr=2549399076"
"373","2.743588425","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"374","2.744300415","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"375","2.744327400","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=2984 Ack=20966 Win=80256 Len=0 TSval=2704091332 TSecr=2549399090"
"376","2.745109864","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"377","2.745897122","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"378","2.745922273","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=2984 Ack=23734 Win=86016 Len=0 TSval=2704091332 TSecr=2549399090"
"379","2.746722849","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"380","2.747438967","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"381","2.747471762","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=2984 Ack=26502 Win=91776 Len=0 TSval=2704091332 TSecr=2549399090"
"382","2.753107516","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"383","2.753969185","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"384","2.754004420","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=2984 Ack=29270 Win=97664 Len=0 TSval=2704091334 TSecr=2549399090"
"385","2.754651170","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"386","2.756169873","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"387","2.756192897","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=2984 Ack=32038 Win=103424 Len=0 TSval=2704091335 TSecr=2549399090"
"388","2.756966264","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"389","2.799991249","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=2984 Ack=33422 Win=106368 Len=0 TSval=2704091346 TSecr=2549399090"
"390","2.838794099","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"391","2.838850655","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=2175 Ack=57237 Win=150528 Len=0 TSval=2704091355 TSecr=2549399113"
"392","2.839186528","10.7.174.111","192.168.42.169","HTTP","889","HTTP/1.1 200 OK  (text/css)"
"393","2.839209739","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=2175 Ack=58060 Win=153216 Len=0 TSval=2704091355 TSecr=2549399113"
"394","2.839457781","192.168.42.169","10.7.174.111","HTTP","480","GET /sites/default/modules/views/js/ajax_view.js?Y HTTP/1.1 "
"395","2.846128921","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"396","2.846614890","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"397","2.846646935","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=2589 Ack=60828 Win=159104 Len=0 TSval=2704091357 TSecr=2549399115"
"398","2.847237034","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"399","2.847812965","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"400","2.847827608","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=2589 Ack=63596 Win=164864 Len=0 TSval=2704091357 TSecr=2549399115"
"401","2.849828270","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"402","2.849952178","10.7.174.111","192.168.42.169","HTTP","508","HTTP/1.1 200 OK  (application/javascript)"
"403","2.849963298","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=2589 Ack=65422 Win=170496 Len=0 TSval=2704091358 TSecr=2549399115"
"404","2.850053181","192.168.42.169","10.7.174.111","HTTP","506","GET /sites/default/modules/views_nivo_slider/js/jquery.nivo.slider.pack.js?Y HTTP/1.1 "
"405","2.854770363","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"406","2.855337262","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"407","2.855354151","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=3029 Ack=68190 Win=176256 Len=0 TSval=2704091359 TSecr=2549399118"
"408","2.855951960","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"409","2.856544371","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"410","2.856564576","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=3029 Ack=70958 Win=182144 Len=0 TSval=2704091360 TSecr=2549399118"
"411","2.857760828","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"412","2.857761195","10.7.174.111","192.168.42.169","HTTP","530","HTTP/1.1 200 OK  (application/javascript)"
"413","2.857792314","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=3029 Ack=72806 Win=184832 Len=0 TSval=2704091360 TSecr=2549399118"
"414","2.857952249","192.168.42.169","10.7.174.111","HTTP","500","GET /sites/default/modules/views_nivo_slider/js/views_nivo_slider.js?Y HTTP/1.1 "
"415","2.873075563","10.7.174.111","192.168.42.169","HTTP","1127","HTTP/1.1 200 OK  (application/javascript)"
"416","2.873298317","192.168.42.169","10.7.174.111","HTTP","483","GET /sites/default/modules/ticketyboo/ticketyboo.js?Y HTTP/1.1 "
"417","2.876930296","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"418","2.877219275","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"419","2.877231044","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=3880 Ack=76635 Win=184832 Len=0 TSval=2704091365 TSecr=2549399123"
"420","2.877245413","10.7.174.111","192.168.42.169","HTTP","487","HTTP/1.1 200 OK  (application/javascript)"
"421","2.877323865","192.168.42.169","10.7.174.111","HTTP","502","GET /sites/default/themes/fusion/fusion_core/js/jquery.bgiframe.min.js?Y HTTP/1.1 "
"422","2.881332194","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"423","2.881363142","10.7.174.111","192.168.42.169","HTTP","646","HTTP/1.1 200 OK  (application/javascript)"
"424","2.881395595","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=4316 Ack=79020 Win=184832 Len=0 TSval=2704091366 TSecr=2549399124"
"425","2.881493547","192.168.42.169","10.7.174.111","HTTP","494","GET /sites/default/themes/fusion/fusion_core/js/hoverIntent.js?Y HTTP/1.1 "
"426","2.885407104","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"427","2.885751857","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"428","2.885763908","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=4744 Ack=81788 Win=184832 Len=0 TSval=2704091367 TSecr=2549399125"
"429","2.885859811","10.7.174.111","192.168.42.169","HTTP","911","HTTP/1.1 200 OK  (application/javascript)"
"430","2.885928342","192.168.42.169","10.7.174.111","HTTP","494","GET /sites/default/themes/fusion/fusion_core/js/supposition.js?Y HTTP/1.1 "
"431","2.889839683","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"432","2.890153839","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"433","2.890178799","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=5172 Ack=85401 Win=184832 Len=0 TSval=2704091368 TSecr=2549399126"
"434","2.890197773","10.7.174.111","192.168.42.169","HTTP","428","HTTP/1.1 200 OK  (application/javascript)"
"435","2.890323248","192.168.42.169","10.7.174.111","HTTP","492","GET /sites/default/themes/fusion/fusion_core/js/supersubs.js?Y HTTP/1.1 "
"436","2.894367932","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"437","2.894632224","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"438","2.894647697","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=5598 Ack=88531 Win=184832 Len=0 TSval=2704091369 TSecr=2549399128"
"439","2.894748690","10.7.174.111","192.168.42.169","HTTP","1027","HTTP/1.1 200 OK  (application/javascript)"
"440","2.894843149","192.168.42.169","10.7.174.111","HTTP","492","GET /sites/default/themes/fusion/fusion_core/js/superfish.js?Y HTTP/1.1 "
"441","2.898495889","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"442","2.898794171","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"443","2.898808125","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=6024 Ack=92260 Win=184832 Len=0 TSval=2704091370 TSecr=2549399129"
"444","2.899505198","10.7.174.111","192.168.42.169","HTTP","1439","HTTP/1.1 200 OK  (application/javascript)"
"445","2.899609050","192.168.42.169","10.7.174.111","HTTP","489","GET /sites/default/themes/fusion/fusion_core/js/script.js?Y HTTP/1.1 "
"446","2.906686012","10.7.174.111","192.168.42.169","TCP","1450","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"447","2.906712970","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 445#1] 43874  >  80 [ACK] Seq=6447 Ack=93633 Win=184832 Len=0 TSval=2704091372 TSecr=2549399129 SLE=95017 SRE=96401"
"448","2.906868943","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"449","2.906881790","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 445#2] 43874  >  80 [ACK] Seq=6447 Ack=93633 Win=184832 Len=0 TSval=2704091372 TSecr=2549399129 SLE=95017 SRE=97785"
"450","2.907231045","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"451","2.907243272","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 445#3] 43874  >  80 [ACK] Seq=6447 Ack=93633 Win=184832 Len=0 TSval=2704091372 TSecr=2549399129 SLE=95017 SRE=99169"
"452","2.907379540","10.7.174.111","192.168.42.169","TCP","1281","[TCP segment of a reassembled PDU]"
"453","2.907385028","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 445#4] 43874  >  80 [ACK] Seq=6447 Ack=93633 Win=184832 Len=0 TSval=2704091372 TSecr=2549399129 SLE=95017 SRE=100384"
"454","2.910101117","10.7.174.111","192.168.42.169","TCP","1450","[TCP Fast Retransmission] [TCP segment of a reassembled PDU]"
"455","2.910111334","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=6447 Ack=100384 Win=180096 Len=0 TSval=2704091373 TSecr=2549399131"
"456","2.910291694","192.168.42.169","10.7.174.111","HTTP","492","GET /sites/default/themes/acquia_prosper/js/jquery.corner.js?Y HTTP/1.1 "
"457","2.911978835","192.168.42.169","10.7.174.111","TCP","480","[TCP Retransmission] 43876  >  80 [PSH, ACK] Seq=2154 Ack=48374 Win=135168 Len=414 TSval=2704091374 TSecr=2549399071"
"458","2.914376156","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"459","2.914661710","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"460","2.914676300","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=6873 Ack=103152 Win=184832 Len=0 TSval=2704091374 TSecr=2549399133"
"461","2.915013347","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"462","2.915472559","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"463","2.915746611","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"464","2.915759052","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=2568 Ack=51142 Win=140928 Len=0 TSval=2704091374 TSecr=2549399133"
"465","2.916096359","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"466","2.916119072","10.7.174.111","192.168.42.169","HTTP","145","HTTP/1.1 200 OK  (application/javascript)"
"467","2.916135125","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=2568 Ack=52605 Win=143872 Len=0 TSval=2704091375 TSecr=2549399133"
"468","2.916264188","192.168.42.169","10.7.174.111","HTTP","500","GET /sites/default/themes/acquia_prosper/js/acquia-prosper-script.js?Y HTTP/1.1 "
"469","2.918393487","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"470","2.918412756","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=6873 Ack=105920 Win=184832 Len=0 TSval=2704091375 TSecr=2549399133"
"471","2.918679341","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"472","2.919816549","10.7.174.111","192.168.42.169","HTTP","1082","HTTP/1.1 200 OK  (application/javascript)"
"473","2.919824374","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=6873 Ack=108320 Win=184832 Len=0 TSval=2704091375 TSecr=2549399133"
"474","2.919915109","10.7.174.111","192.168.42.169","HTTP","824","HTTP/1.1 200 OK  (application/javascript)"
"475","2.938702371","10.7.174.111","192.168.42.169","HTTP","1230","[TCP Spurious Retransmission] HTTP/1.1 200 OK  (application/javascript)"
"476","2.938739783","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 354#1] 43880  >  80 [ACK] Seq=2627 Ack=28401 Win=92288 Len=0 TSval=2704091380 TSecr=2549399139 SLE=27237 SRE=28401"
"477","2.938982138","10.7.174.111","192.168.42.169","TCP","1450","[TCP Spurious Retransmission] [TCP segment of a reassembled PDU]"
"478","2.938994089","192.168.42.169","10.7.174.111","TCP","94","[TCP Dup ACK 346#1] 43878  >  80 [ACK] Seq=2178 Ack=33803 Win=109952 Len=0 TSval=2704091380 TSecr=2549399073 SLE=24115 SRE=25499 SLE=39339 SRE=40723 SLE=36571 SRE=37955"
"479","2.946143678","10.7.174.111","192.168.42.169","TCP","375","[TCP Previous segment not captured] [TCP segment of a reassembled PDU]"
"480","2.946172033","192.168.42.169","10.7.174.111","TCP","94","[TCP Window Update] 43878  >  80 [ACK] Seq=2178 Ack=33803 Win=112768 Len=0 TSval=2704091382 TSecr=2549399073 SLE=42107 SRE=42416 SLE=39339 SRE=40723 SLE=36571 SRE=37955"
"481","2.948349324","10.7.174.111","192.168.42.169","TCP","1450","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"482","2.948364746","192.168.42.169","10.7.174.111","TCP","94","43878  >  80 [ACK] Seq=2178 Ack=35187 Win=115584 Len=0 TSval=2704091383 TSecr=2549399141 SLE=42107 SRE=42416 SLE=39339 SRE=40723 SLE=36571 SRE=37955"
"483","2.948706171","10.7.174.111","192.168.42.169","TCP","1450","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"484","2.948718144","192.168.42.169","10.7.174.111","TCP","86","43878  >  80 [ACK] Seq=2178 Ack=37955 Win=118528 Len=0 TSval=2704091383 TSecr=2549399141 SLE=42107 SRE=42416 SLE=39339 SRE=40723"
"485","2.948887583","10.7.174.111","192.168.42.169","TCP","1450","[TCP Out-Of-Order] [TCP segment of a reassembled PDU]"
"486","2.948900619","192.168.42.169","10.7.174.111","TCP","78","43878  >  80 [ACK] Seq=2178 Ack=40723 Win=121472 Len=0 TSval=2704091383 TSecr=2549399141 SLE=42107 SRE=42416"
"487","2.950794019","10.7.174.111","192.168.42.169","TCP","1450","[TCP Out-Of-Order] 80  >  43878 [ACK] Seq=40723 Ack=2178 Win=19840 Len=1384 TSval=2549399142 TSecr=2704091383"
"488","2.950814150","192.168.42.169","10.7.174.111","TCP","66","43878  >  80 [ACK] Seq=2178 Ack=42416 Win=124288 Len=0 TSval=2704091383 TSecr=2549399142"
"489","2.955952221","192.168.42.169","10.7.174.111","TCP","475","[TCP Retransmission] 43880  >  80 [PSH, ACK] Seq=2218 Ack=28401 Win=92288 Len=409 TSval=2704091385 TSecr=2549399139"
"490","2.959958137","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=3002 Ack=53363 Win=146688 Len=0 TSval=2704091386 TSecr=2549399134"
"491","2.960033737","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"492","2.960055676","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=2627 Ack=29785 Win=95232 Len=0 TSval=2704091386 TSecr=2549399144"
"493","2.960309873","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"494","2.960321370","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=2627 Ack=31169 Win=98176 Len=0 TSval=2704091386 TSecr=2549399144"
"495","2.962669984","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"496","2.962693693","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=2627 Ack=32553 Win=100992 Len=0 TSval=2704091386 TSecr=2549399145"
"497","2.962704415","10.7.174.111","192.168.42.169","HTTP","186","HTTP/1.1 200 OK  (application/javascript)"
"498","2.962712119","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=2627 Ack=32673 Win=100992 Len=0 TSval=2704091386 TSecr=2549399145"
"499","3.000800689","10.7.174.111","192.168.42.169","TCP","1450","[TCP Spurious Retransmission] 80  >  43872 [ACK] Seq=18198 Ack=2984 Win=22016 Len=1384 TSval=2549399154 TSecr=2704091306"
"500","3.000829353","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 389#1] 43872  >  80 [ACK] Seq=2984 Ack=33422 Win=106368 Len=0 TSval=2704091396 TSecr=2549399090 SLE=18198 SRE=19582"
"501","3.005879810","10.7.174.111","192.168.42.169","HTTP","1168","HTTP/1.1 200 OK  (application/javascript)"
"502","3.005917095","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=2984 Ack=34524 Win=109056 Len=0 TSval=2704091397 TSecr=2549399155"
"503","4.159495226","10.7.174.111","192.168.42.169","TCP","1450","[TCP Spurious Retransmission] [TCP segment of a reassembled PDU]"
"504","4.159528026","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 372#1] 43870  >  80 [ACK] Seq=3485 Ack=42493 Win=124288 Len=0 TSval=2704091685 TSecr=2549399076 SLE=32805 SRE=34189"
"505","4.163105734","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"506","4.163152137","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=43877 Win=127232 Len=0 TSval=2704091686 TSecr=2549399445"
"507","4.163266979","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"508","4.163276963","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=45261 Win=130048 Len=0 TSval=2704091686 TSecr=2549399445"
"509","4.165755539","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"510","4.165791668","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=46645 Win=132992 Len=0 TSval=2704091687 TSecr=2549399445"
"511","4.165837556","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"512","4.165857218","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=48029 Win=135936 Len=0 TSval=2704091687 TSecr=2549399445"
"513","4.166372504","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"514","4.166398655","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=49413 Win=138752 Len=0 TSval=2704091687 TSecr=2549399445"
"515","4.166441559","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"516","4.166451877","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=50797 Win=141696 Len=0 TSval=2704091687 TSecr=2549399445"
"517","4.168217577","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"518","4.168250702","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=52181 Win=144640 Len=0 TSval=2704091688 TSecr=2549399446"
"519","4.168436159","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"520","4.168446027","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=53565 Win=147456 Len=0 TSval=2704091688 TSecr=2549399446"
"521","4.169003317","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"522","4.169051280","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=54949 Win=150400 Len=0 TSval=2704091688 TSecr=2549399446"
"523","4.169086659","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"524","4.169102342","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=56333 Win=153216 Len=0 TSval=2704091688 TSecr=2549399446"
"525","4.170880835","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"526","4.170917494","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=57717 Win=156160 Len=0 TSval=2704091688 TSecr=2549399447"
"527","4.171082009","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"528","4.171091903","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=59101 Win=159104 Len=0 TSval=2704091688 TSecr=2549399447"
"529","4.171555887","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"530","4.171579053","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=60485 Win=161920 Len=0 TSval=2704091688 TSecr=2549399447"
"531","4.171672054","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"532","4.171679573","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=61869 Win=164864 Len=0 TSval=2704091688 TSecr=2549399447"
"533","4.172262124","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"534","4.172299053","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=63253 Win=167808 Len=0 TSval=2704091689 TSecr=2549399447"
"535","4.172417100","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"536","4.172427488","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=64637 Win=170624 Len=0 TSval=2704091689 TSecr=2549399447"
"537","4.172933056","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"538","4.172958862","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=66021 Win=173568 Len=0 TSval=2704091689 TSecr=2549399447"
"539","4.173006345","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"540","4.173016023","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=67405 Win=176384 Len=0 TSval=2704091689 TSecr=2549399447"
"541","4.175340423","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"542","4.175377802","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=68789 Win=179328 Len=0 TSval=2704091689 TSecr=2549399448"
"543","4.176012975","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"544","4.176040266","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=70173 Win=182272 Len=0 TSval=2704091690 TSecr=2549399448"
"545","4.176231826","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"546","4.176244864","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=71557 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"547","4.176510359","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"548","4.176533005","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=72941 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"549","4.176887771","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"550","4.176965694","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=74325 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"551","4.177238667","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"552","4.177261414","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=75709 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"553","4.177391439","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"554","4.177401303","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=77093 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"555","4.178179788","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"556","4.178203045","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=78477 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"557","4.178586776","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"558","4.178609233","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=79861 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"559","4.178701274","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"560","4.178709717","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=81245 Win=184832 Len=0 TSval=2704091690 TSecr=2549399448"
"561","4.180706387","10.7.174.111","192.168.42.169","HTTP","946","HTTP/1.1 200 OK  (application/javascript)"
"562","4.180748361","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=3485 Ack=82125 Win=184832 Len=0 TSval=2704091691 TSecr=2549399449"
